Tweet,preprocessed,tokenizing,polarity_score,polarity
Perbaikan mencakup sarana dan prasarana kereta. Termasuk  soal sistem kereta dan akses layanan untuk integrasi moda transportasi tersebut.  Setelah keseluruhan pembaruan software selesai  akan dilakukan Trial Run sebelum dibuka kembali untuk umum.  #lrt #ujicobaterbataslrt https://t.co/lXtBMHCBgw,baik cakup sarana prasarana kereta sistem kereta akses layan integrasi moda transportasi baru software selesai trial run buka light rail transit ujicobaterbataslrt,"['baik', 'cakup', 'sarana', 'prasarana', 'kereta', 'sistem', 'kereta', 'akses', 'layan', 'integrasi', 'moda', 'transportasi', 'baru', 'software', 'selesai', 'trial', 'run', 'buka', 'light', 'rail', 'transit', 'ujicobaterbataslrt']",0,neutral
Kl kereta cepat dah jkt-bdg-yk-sub  baru deh gaperlu bandara kayanya.   Masalahnya orang bali misal mo ke bdg  harus ke soetta. Dr soetta musti pindah ke halim (kereta bandara nyambung lrt?) Baru kereta cepet ke bandung pinggiran..brp jam tuh jdnya qkwkwk utk ke pusat kota,kalau kereta cepat sudah jakarta bandung yk sub deh gaperlu bandara seperti orang bal mau bandung soetta dari soetta harus pindah halim kereta bandara sambung light rail transit kereta cepat bandung pinggir berapa jam itu jadi qkwkwk untuk pusat kota,"['kalau', 'kereta', 'cepat', 'sudah', 'jakarta', 'bandung', 'yk', 'sub', 'deh', 'gaperlu', 'bandara', 'seperti', 'orang', 'bal', 'mau', 'bandung', 'soetta', 'dari', 'soetta', 'harus', 'pindah', 'halim', 'kereta', 'bandara', 'sambung', 'light', 'rail', 'transit', 'kereta', 'cepat', 'bandung', 'pinggir', 'berapa', 'jam', 'itu', 'jadi', 'qkwkwk', 'untuk', 'pusat', 'kota']",-30,negative
Uji coba operasional terbatas LRT Jabodebek dengan undangan dihentikan sementara. DJKA bersama kontraktor menyatakan perlu memperbaiki dan memperbarui sistem perangkat lunak untuk layanan dan operasi kereta ringan itu. #Metro #AdadiKompas   https://t.co/AizmUaZrOp,uji coba operasional batas light rail transit jabodebek undang henti djka kontraktor baik baru sistem perangkat lunak layan operasi kereta ringan metro ada di kompas,"['uji', 'coba', 'operasional', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'undang', 'henti', 'djka', 'kontraktor', 'baik', 'baru', 'sistem', 'perangkat', 'lunak', 'layan', 'operasi', 'kereta', 'ringan', 'metro', 'ada', 'di', 'kompas']",-4,negative
@indoflyer Gak tau secinta apa sm bandara Soetta  pdhal baru sekali ksna. Aksesnya sangat sangat mudah  dari tengah kota naik kereta bandara  sampai disna naik lrt ke terimnal scara gratis the best sih,tidak tau cinta sama bandara soetta padahal ksna akses mudah kota kereta bandara disna light rail transit terimnal cara gratis the best sih,"['tidak', 'tau', 'cinta', 'sama', 'bandara', 'soetta', 'padahal', 'ksna', 'akses', 'mudah', 'kota', 'kereta', 'bandara', 'disna', 'light', 'rail', 'transit', 'terimnal', 'cara', 'gratis', 'the', 'best', 'sih']",4,positive
kalo pulang malem lewat kuningan tuh suka mikir  mrt penuh  lrt penuh  kereta penuh  busway penuh  jalanan lebih penuh lagi…   coba kalo ga ada pembangunan  semua orang mandek di satu titik aja 😔,kalau pulang malam kuningan itu suka pikir mrt penuh light rail transit penuh kereta penuh busway penuh jalan penuh coba kalau tidak bangun orang mandek titik saja kecewa,"['kalau', 'pulang', 'malam', 'kuningan', 'itu', 'suka', 'pikir', 'mrt', 'penuh', 'light', 'rail', 'transit', 'penuh', 'kereta', 'penuh', 'busway', 'penuh', 'jalan', 'penuh', 'coba', 'kalau', 'tidak', 'bangun', 'orang', 'mandek', 'titik', 'saja', 'kecewa']",-18,negative
@fessthai Two moments I would never forget 😭😭 Nanon - aku ngejar lrt dari icon siam udah sampe shownya udah habis tiba2 nanon lewat depanku 😭😭  Bai - aku naik kereta dari tempatku ke kuala lumpur seawal 3 pagi sampe aja udah queue capek banget tapi worth it 😭😭 (i’m malaysian btw)❤️ https://t.co/r7QyhWkcZc,dua moments i would never forget tangistangis nanon kejar light rail transit icon siam sudah sampai shownya sudah habis nanon depan tangistangis bai kereta tempat kuala lumpur awal pagi sampai saja sudah queue cape banget worth it tangistangis i sama malaysian by the way,"['dua', 'moments', 'i', 'would', 'never', 'forget', 'tangistangis', 'nanon', 'kejar', 'light', 'rail', 'transit', 'icon', 'siam', 'sudah', 'sampai', 'shownya', 'sudah', 'habis', 'nanon', 'depan', 'tangistangis', 'bai', 'kereta', 'tempat', 'kuala', 'lumpur', 'awal', 'pagi', 'sampai', 'saja', 'sudah', 'queue', 'cape', 'banget', 'worth', 'it', 'tangistangis', 'i', 'sama', 'malaysian', 'by', 'the', 'way']",-13,negative
Pemerintah Lakukan Uji Coba Kereta LRT Jabodebek  Tak Ingin Kejadian Ini Terulang  https://t.co/93uKi18fY1,perintah laku uji coba kereta light rail transit jabodebek jadi ulang,"['perintah', 'laku', 'uji', 'coba', 'kereta', 'light', 'rail', 'transit', 'jabodebek', 'jadi', 'ulang']",-3,negative
Sama satu lagi  kalau niat mah adain transportasi umum langsung (kereta gantung  mrt  lrt) yg naik turunnya bisa lewat teras cihampelas wkwk,niat adalah adakan transportasi langsung kereta gantung mrt light rail transit yang turun teras cihampelas wkwk,"['niat', 'adalah', 'adakan', 'transportasi', 'langsung', 'kereta', 'gantung', 'mrt', 'light', 'rail', 'transit', 'yang', 'turun', 'teras', 'cihampelas', 'wkwk']",-11,negative
Kalau kerajaan habiskan duit dengan buat LRT MRT or train  tu sebenarnya tak cost effective.  Nak break even sangat lama. Train tu dan jahanam dulu baru balik modal.   Train susah nak reach banyak tempat even yang nak naik train pun kena naik another PT atau kereta.,raja habis duit light rail transit mrt orang train itu cost effective nak break even train itu jahanam modal train susah nak reach even nak train kena another pt kereta,"['raja', 'habis', 'duit', 'light', 'rail', 'transit', 'mrt', 'orang', 'train', 'itu', 'cost', 'effective', 'nak', 'break', 'even', 'train', 'itu', 'jahanam', 'modal', 'train', 'susah', 'nak', 'reach', 'even', 'nak', 'train', 'kena', 'another', 'pt', 'kereta']",-20,negative
@ridwankamil Jalan tol bagus  juga buat transportasi masal di perkotaan Jabar yg terintegrasi &amp  antar kota di Jabar yg terintegrasi. Jangan mimpi berbasis rel dulu  yg mudah tuh BRT. Omong2: kereta kapsul  LRT  Kereta gantung  reaktivasi jalur kereta di Jabar (kecuali ke Garut sdh) gimana nih,jalan tol bagus transportasi masal kota jabar yang integrasi amp kota jabar yang integrasi mimpi bas rel yang mudah itu brt omong kereta kapsul light rail transit kereta gantung reaktivasi jalur kereta jabar kecuali garut sudah bagaimana nih,"['jalan', 'tol', 'bagus', 'transportasi', 'masal', 'kota', 'jabar', 'yang', 'integrasi', 'amp', 'kota', 'jabar', 'yang', 'integrasi', 'mimpi', 'bas', 'rel', 'yang', 'mudah', 'itu', 'brt', 'omong', 'kereta', 'kapsul', 'light', 'rail', 'transit', 'kereta', 'gantung', 'reaktivasi', 'jalur', 'kereta', 'jabar', 'kecuali', 'garut', 'sudah', 'bagaimana', 'nih']",-23,negative
@Leonita_Lestari Kereta Cepat  LRT yg sebentar lagi bakalan beroperasi kayaknya menjadi salah satu faktornya...tapi ini semua tak terlepas dari kerja keras si bapak jenius  @erickthohir ... mudah2an beliau bisa jadi cawapres ...,kereta cepat light rail transit yang sebentar operasi kayak salah faktor lepas kerja keras sih jenius mudah beliau calon wakil presiden,"['kereta', 'cepat', 'light', 'rail', 'transit', 'yang', 'sebentar', 'operasi', 'kayak', 'salah', 'faktor', 'lepas', 'kerja', 'keras', 'sih', 'jenius', 'mudah', 'beliau', 'calon', 'wakil', 'presiden']",-17,negative
@indoflyer Kualanamu dan Sultan Mahmud Badaruddin II terakhir ke KNO 2020 mereka lagi integrasiin kereta utk ke Medan. dan SMB is simply convenient. bayar 10rb udah bisa sampe di tengah2 kota Palembang pake LRT.,kualanamu sultan mahmud badaruddin ih kno integrasiin kereta untuk medan smb is simply convenient bayar ribu sudah sampai kota palembang pakai light rail transit,"['kualanamu', 'sultan', 'mahmud', 'badaruddin', 'ih', 'kno', 'integrasiin', 'kereta', 'untuk', 'medan', 'smb', 'is', 'simply', 'convenient', 'bayar', 'ribu', 'sudah', 'sampai', 'kota', 'palembang', 'pakai', 'light', 'rail', 'transit']",-8,negative
@merapi_uncover Kebak kendaraan pribadi. Opo meneh mobil. Pancen kudune wis wayahe Jogja nambah transportasi masal berbasis Kereta Ringan (LRT). Arah Jogja - Parangtritis.,bak kendara pribadi apa lagi mobil pancen harus sudah waktu yoyakarta tambah transportasi masal bas kereta ringan light rail transit arah yoyakarta parangtritis,"['bak', 'kendara', 'pribadi', 'apa', 'lagi', 'mobil', 'pancen', 'harus', 'sudah', 'waktu', 'yoyakarta', 'tambah', 'transportasi', 'masal', 'bas', 'kereta', 'ringan', 'light', 'rail', 'transit', 'arah', 'yoyakarta', 'parangtritis']",-12,negative
Hadirnya Kereta LRT Transportasi Jabodebek Makin Solid  Ramah Disabilitas https://t.co/wRrGtY7b0g,hadir kereta light rail transit transportasi jabodebek solid ramah disabilitas,"['hadir', 'kereta', 'light', 'rail', 'transit', 'transportasi', 'jabodebek', 'solid', 'ramah', 'disabilitas']",-3,negative
Ga dapet tiket lrt jabodebek gpp  kita cobain lrt jakarta aja 😭 senyap banget weh kereta  terus ternyata emang sepi banget huhu 💚 https://t.co/WoNygcOhFA,tidak dapat tiket light rail transit jabodebek tidak apa apa coba light rail transit jakarta saja tangis senyap banget weh kereta memang sepi banget huhu,"['tidak', 'dapat', 'tiket', 'light', 'rail', 'transit', 'jabodebek', 'tidak', 'apa', 'apa', 'coba', 'light', 'rail', 'transit', 'jakarta', 'saja', 'tangis', 'senyap', 'banget', 'weh', 'kereta', 'memang', 'sepi', 'banget', 'huhu']",-31,negative
Mau dikatain LRT tiada guna dan cuma kereta wisata  tapi sejak ada lrt kalau mau ke bandara SMB mudah banget. Cuma 10 ribu. Dan jadwalnya dari pagi sampai malam.,ejek light rail transit tiada kereta wisata light rail transit bandara smb mudah banget ribu jadwal pagi malam,"['ejek', 'light', 'rail', 'transit', 'tiada', 'kereta', 'wisata', 'light', 'rail', 'transit', 'bandara', 'smb', 'mudah', 'banget', 'ribu', 'jadwal', 'pagi', 'malam']",-10,negative
@yoshiyoosh LRT YG KERETA ITUUH,light rail transit yang kereta ituuh,"['light', 'rail', 'transit', 'yang', 'kereta', 'ituuh']",-9,negative
Cocok Bandung punya LRT dan Pengembangan Kereta Lokal dikembangkan jadi KRL. Karena dimana-mana makcrett..,cocok bandung light rail transit kembang kereta lokal kembang kereta listrik mana makcrett,"['cocok', 'bandung', 'light', 'rail', 'transit', 'kembang', 'kereta', 'lokal', 'kembang', 'kereta', 'listrik', 'mana', 'makcrett']",-2,negative
@Alfianwisnu087 @indoflyer dulu itu kl ga salah masa risma  mau d bikin kereta bandara  barengan sama proyek LRT surabaya  dan peningkatan komuter sby - darjo. di RTRW surabaya ada kl ga salah   tp d ambil pemprov  sama kayk bungurasih. jadi y susah  lha auto pilot,kalau tidak salah risma di bikin kereta bandara bareng proyek light rail transit surabaya tingkat komuter susilo bambang yudhoyono darjo rtrw surabaya kalau tidak salah tetapi di ambil perintah provinsi kayak bungurasih iya susah lah auto pilot,"['kalau', 'tidak', 'salah', 'risma', 'di', 'bikin', 'kereta', 'bandara', 'bareng', 'proyek', 'light', 'rail', 'transit', 'surabaya', 'tingkat', 'komuter', 'susilo', 'bambang', 'yudhoyono', 'darjo', 'rtrw', 'surabaya', 'kalau', 'tidak', 'salah', 'tetapi', 'di', 'ambil', 'perintah', 'provinsi', 'kayak', 'bungurasih', 'iya', 'susah', 'lah', 'auto', 'pilot']",-34,negative
Hampir ngakak kenceng di kereta pekkkkk 🤣🤣🤣🤣🤣 lrt,tertawa kencang kereta pekkkkk tawa lucutawa lucutawa lucutawa lucutawa lucu light rail transit,"['tertawa', 'kencang', 'kereta', 'pekkkkk', 'tawa', 'lucutawa', 'lucutawa', 'lucutawa', 'lucutawa', 'lucu', 'light', 'rail', 'transit']",2,positive
@weedy_wd @ferascorp @sociotalker fasilitas pendukung di sekitar JIS itu udah wewenang nya pusat  baik itu pembangunan kereta  MRT dan LRT. Dan jauh sebelumnya sudah ada MoU antara pemprov jakarta era Anies dengan PT KAI dan BUMN terkait pembangunan sarana penunjang.   https://t.co/6aiXQAYukJ,fasilitas dukung jis sudah wewenang nya pusat bangun kereta mrt light rail transit mou perintah provinsi jakarta era anies pt kau badan usaha milik negara kait bangun sarana tunjang,"['fasilitas', 'dukung', 'jis', 'sudah', 'wewenang', 'nya', 'pusat', 'bangun', 'kereta', 'mrt', 'light', 'rail', 'transit', 'mou', 'perintah', 'provinsi', 'jakarta', 'era', 'anies', 'pt', 'kau', 'badan', 'usaha', 'milik', 'negara', 'kait', 'bangun', 'sarana', 'tunjang']",3,positive
@LuckyAlvonsa @indoflyer HLP gimana? Bakal ada LRT sama kereta cepat kan,hlp bagaimana light rail transit kereta cepat,"['hlp', 'bagaimana', 'light', 'rail', 'transit', 'kereta', 'cepat']",-4,negative
Kurangnya jogja itu transportasi masal kereta. Bagusnya si bikin LRT keknya.  Gimana mau usaha lebih bagus. Jalur transjogja area pinggiran gak dibikin lebar gak dibagusin yang bolong-bolong.  https://t.co/EGXsJpabP2,kurang yoyakarta transportasi masal kereta bagus sih bikin light rail transit seperti bagaimana usaha bagus jalur transjogja area pinggir tidak buat lebar tidak dibagusin bolong bolong,"['kurang', 'yoyakarta', 'transportasi', 'masal', 'kereta', 'bagus', 'sih', 'bikin', 'light', 'rail', 'transit', 'seperti', 'bagaimana', 'usaha', 'bagus', 'jalur', 'transjogja', 'area', 'pinggir', 'tidak', 'buat', 'lebar', 'tidak', 'dibagusin', 'bolong', 'bolong']",-38,negative
@SubchanBecam mrk menutup mata atas semua hal lainnya seperti Freeport  semua jalan tol yg jg mrk lewati  bendungan2 di seluruh Indonesia  BBM satu harga  vaksinasi Covid GRATIS  MRT  LRT  kereta cepat  dll.   SEMUA DIDISKREDITKAN  semua mau dinihilkan. ASU banget itu!,mereka tutup mata freeport jalan tol yang juga mereka lewat bendung indonesia bahan bakar minyak harga vaksinasi covid gratis mrt light rail transit kereta cepat dan lain lain diskredit nihil anjing banget,"['mereka', 'tutup', 'mata', 'freeport', 'jalan', 'tol', 'yang', 'juga', 'mereka', 'lewat', 'bendung', 'indonesia', 'bahan', 'bakar', 'minyak', 'harga', 'vaksinasi', 'covid', 'gratis', 'mrt', 'light', 'rail', 'transit', 'kereta', 'cepat', 'dan', 'lain', 'lain', 'diskredit', 'nihil', 'anjing', 'banget']",-37,negative
Sobat NTMC  Dirgakkum Korlantas Polri Brigjen Pol Aan Suhanan mencoba moda transportasi publik baru yakni kereta LRT yang saat ini masih dalam tahap ujicoba sampai dengan 16 Agustus 2023  https://t.co/Ld5Z9YVLhU  #StopPelanggaranStopKecelakaanKeselamatanUntukKemanusiaan https://t.co/2QIZTT96l6,sobat ntmc dirgakkum korlantas polisi republik indonesia brigjen pol aan suhanan coba moda transportasi publik kereta light rail transit tahap ujicoba agustus stoppelanggaranstopkecelakaankeselamatanuntukkemanusiaan,"['sobat', 'ntmc', 'dirgakkum', 'korlantas', 'polisi', 'republik', 'indonesia', 'brigjen', 'pol', 'aan', 'suhanan', 'coba', 'moda', 'transportasi', 'publik', 'kereta', 'light', 'rail', 'transit', 'tahap', 'ujicoba', 'agustus', 'stoppelanggaranstopkecelakaankeselamatanuntukkemanusiaan']",-6,negative
Uji coba kereta LRT Jabodebek terus berlanjut. Sabtu (15/7/2023)  uji coba melibatkan kelompok difabel. Secara umum  akses masuk stasiun  menuju peron  hingga di dalam kereta sudah memperhatikan kebutuhan penumpang difabel. #VideoBerita #AdadiKompas   https://t.co/OiZE7Ercwp,uji coba kereta light rail transit jabodebek lanjut sabtu uji coba libat kelompok difabel akses masuk stasiun peron kereta perhati butuh tumpang difabel videoberita ada di kompas,"['uji', 'coba', 'kereta', 'light', 'rail', 'transit', 'jabodebek', 'lanjut', 'sabtu', 'uji', 'coba', 'libat', 'kelompok', 'difabel', 'akses', 'masuk', 'stasiun', 'peron', 'kereta', 'perhati', 'butuh', 'tumpang', 'difabel', 'videoberita', 'ada', 'di', 'kompas']",-17,negative
Hi #SobatLen     PT Len Industri (Persero) induk DEFEND ID turut berkontribusi dalam pembangunan proyek kereta api buatan anak bangsa yakni LRT Jabodebek. Sehingga pada Jumat 14 Juli 2023  tim Len mengikuti Uji Coba Operasional Terbatas dengan rute Harjimukti ke Dukuh Atas. https://t.co/TKeFkm4PRc,hi sobatlen pt len industri persero induk defend id kontribusi bangun proyek kereta api buat anak bangsa light rail transit jabodebek jumat juli tim len ikut uji coba operasional batas rute harjimukti dukuh,"['hi', 'sobatlen', 'pt', 'len', 'industri', 'persero', 'induk', 'defend', 'id', 'kontribusi', 'bangun', 'proyek', 'kereta', 'api', 'buat', 'anak', 'bangsa', 'light', 'rail', 'transit', 'jabodebek', 'jumat', 'juli', 'tim', 'len', 'ikut', 'uji', 'coba', 'operasional', 'batas', 'rute', 'harjimukti', 'dukuh']",-8,negative
2023: LRT Jabodebek &amp  Kereta Cepat 2024: LRT Jakarta Velodrome - Manggarai 2025: MRT Jakarta Bundaran HI - Harmoni Disclaimer: kalau ga molor,light rail transit jabodebek amp kereta cepat light rail transit jakarta velodrome manggarai mrt jakarta bundar hi harmoni disclaimer tidak molor,"['light', 'rail', 'transit', 'jabodebek', 'amp', 'kereta', 'cepat', 'light', 'rail', 'transit', 'jakarta', 'velodrome', 'manggarai', 'mrt', 'jakarta', 'bundar', 'hi', 'harmoni', 'disclaimer', 'tidak', 'molor']",-8,negative
@Hazzieq_ @bettersidewalk1 @kudaBlgMelintas Dia cakap pasal pejalan kaki susah nak ke LRT. Kereta sesak bior je lah. Buat macam mana pun jalan ampang tu tetap sesak,cakap pasal pejal kaki susah nak light rail transit kereta sesak bior je jalan ampang itu sesak,"['cakap', 'pasal', 'pejal', 'kaki', 'susah', 'nak', 'light', 'rail', 'transit', 'kereta', 'sesak', 'bior', 'je', 'jalan', 'ampang', 'itu', 'sesak']",-21,negative
Papasan dengan kereta LRT yang arah Dukuh Atas. Sama  sedang uji coba juga https://t.co/6qJxduLkwm,papas kereta light rail transit arah dukuh uji coba,"['papas', 'kereta', 'light', 'rail', 'transit', 'arah', 'dukuh', 'uji', 'coba']",-5,negative
Gedung apa nih kebakaran  keliatan jelas dari atas kereta LRT 🔥🔥🔥 https://t.co/bWn5bu16kL,gedung nih bakar lihat kereta light rail transit apiapiapi,"['gedung', 'nih', 'bakar', 'lihat', 'kereta', 'light', 'rail', 'transit', 'apiapiapi']",-3,negative
Maap videonya miring kayak video Ariel. Ya udh upload lagi video yang portrait. Yang di kiri itu jalur Kereta Cepat. #LRT https://t.co/BrTOC8sp70,maaf video miring kayak video ariel ya sudah unggah video portrait kiri jalur kereta cepat light rail transit,"['maaf', 'video', 'miring', 'kayak', 'video', 'ariel', 'ya', 'sudah', 'unggah', 'video', 'portrait', 'kiri', 'jalur', 'kereta', 'cepat', 'light', 'rail', 'transit']",-18,negative
